source,page_content
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/shared-responsibility.html,"DynamoDB, AWS operates the infrastructure layer, the operating system, and platforms, and
      customers access the endpoints to store and retrieve data. Customers are responsible for
      managing their data (including encryption options), classifying their assets, and using IAM
      tools to apply the appropriate permissions."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/shared-responsibility.html,Figure 1: AWS Shared Responsibility Model.
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/shared-responsibility.html,"This customer/AWS shared responsibility model also extends to IT controls. Just as the
      responsibility to operate the IT environment is shared between AWS and its customers, so is
      the management, operation, and verification of IT controls shared. AWS can help relieve
      customer burden of operating controls by managing those controls associated with the physical
      infrastructure deployed in the AWS environment that may previously have been managed by the
      customer. As every customer is deployed differently in AWS, customers can take advantage of
      shifting management of certain IT controls to AWS, which results in a (new) distributed
      control environment. Customers can then use the AWS control and compliance documentation
      available to them to perform their control evaluation and verification procedures as required.
      The following are examples of controls that are managed by AWS, AWS customers, or both."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/shared-responsibility.html,"Inherited Controls – Controls that a customer fully
        inherits from AWS.

Physical and Environmental controls

Shared Controls – Controls that apply to both the
        infrastructure layer and customer layers, but in separate contexts or perspectives. In a
        shared control, AWS provides the requirements for the infrastructure and the customer must
        provide their own control implementation within their use of AWS services. Examples
        include:

Patch Management – AWS is responsible for patching and fixing flaws within the
            infrastructure, but customers are responsible for patching their guest operating system
            and applications.

Configuration Management – AWS maintains the configuration of its infrastructure
              devices, but customers are responsible for configuring their own guest operating
              systems, databases, and applications."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/shared-responsibility.html,"Awareness and Training – AWS trains AWS employees, but customers must train their
            own employees.

Customer Specific – Controls that are solely the
        responsibility of the customer based on the application they are deploying within AWS
        services. Examples include:

Service and Communications Protection or Zone Security, which might require a
          customer to route or zone data within specific security environments.

Javascript is disabled or is unavailable in your browser.

To use the Amazon Web Services Documentation, Javascript must be enabled. Please refer to your browser's Help pages for instructions.

Document Conventions

Security foundations

AWS response to abuse and compromise

Did this page help you? - Yes

Thanks for letting us know we're doing a good job!

If you've got a moment, please tell us what we did right so we can do more of it.

Did this page help you? - No

Thanks for letting us know this page needs work. We're sorry we let you down."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/shared-responsibility.html,"If you've got a moment, please tell us how we can make the documentation better.

Yes

No

Provide feedback

AWS response to abuse and compromise

Security foundations

Try AWS re:Post

Connect with an AWS IQ expert

Privacy

Site terms

Cookie preferences

© 2023, Amazon Web Services, Inc. or its affiliates. All rights reserved."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/abuse-and-compromise.html,"AWS

Documentation

AWS Well-Architected

AWS Well-Architected Framework

AWS response to abuse and compromise

PDF

RSS"
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/abuse-and-compromise.html,"Abuse activities are observed behaviors of AWS customers' instances or other resources
      that are malicious, offensive, illegal, or could harm other internet sites. AWS works with you
      to detect and address suspicious and malicious activities from your AWS resources. Unexpected
      or suspicious behaviors from your resources can indicate that your AWS resources have been
      compromised, which signals potential risks to your business. Remember that you have alternate
      methods of contact in your AWS account. Be sure to use best practices when adding contacts,
      both for security and billing. Although your root account email is the primary target of
      communication from AWS, AWS also communicates security issues and billing issues to the
      secondary email addresses. Adding an email address that goes to only one person means that you
      have added a single point of failure to your AWS account. Make sure that you’ve added at least"
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/abuse-and-compromise.html,one distribution list to your contacts.
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/abuse-and-compromise.html,"AWS detects abuse activities in your resources using mechanisms, such as:

AWS internal event monitoring

External security intelligence against AWS network address space

Internet abuse complaints against AWS resources

Although the AWS abuse response team aggressively monitors and shuts down unauthorized
      activity running on AWS, the majority of abuse complaints refer to customers who have
      legitimate business on AWS. Some examples of common causes of unintentional abuse activities
      include:

Compromised resource – An unpatched Amazon EC2
          instance could be infected and become a botnet agent.

Unintentional abuse – An overly aggressive web
          crawler might be classified as a denial-of-service attack by some internet sites.

Secondary abuse – An end user of the service provided
          by an AWS customer might post malware files on a public Amazon S3 bucket."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/abuse-and-compromise.html,"False complaints – Sometimes internet users
          mistakenly report legitimate activities as abuse.

AWS is committed to working with AWS customers to prevent, detect, and mitigate abuse,
      and to defend against future recurrences. We encourage you to review the AWS Acceptable Use Policy, which describes prohibited
      uses of the web services offered by Amazon Web Services and its affiliates. To support timely
      response to abuse notifications from AWS, make sure that your AWS account contact information
      is accurate. When you receive an AWS abuse warning, your security and operational staff should
      immediately investigate the matter. A delay can prolong the reputation impact and legal
      implications to yourself and others. More importantly, the implicated abuse resource might be
      compromised by malicious users, and ignoring the compromise could magnify damages to your
      business.

Javascript is disabled or is unavailable in your browser."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/abuse-and-compromise.html,"To use the Amazon Web Services Documentation, Javascript must be enabled. Please refer to your browser's Help pages for instructions.

Document Conventions

Shared responsibility

Governance

Did this page help you? - Yes

Thanks for letting us know we're doing a good job!

If you've got a moment, please tell us what we did right so we can do more of it.

Did this page help you? - No

Thanks for letting us know this page needs work. We're sorry we let you down.

If you've got a moment, please tell us how we can make the documentation better.

Yes

No

Provide feedback

Governance

Shared responsibility

Try AWS re:Post

Connect with an AWS IQ expert

Privacy

Site terms

Cookie preferences

© 2023, Amazon Web Services, Inc. or its affiliates. All rights reserved."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/governance.html,"AWS

Documentation

AWS Well-Architected

AWS Well-Architected Framework

Governance

PDF

RSS

Security governance, as a subset of the overall approach, is meant to support
        business objectives by defining policies and control objectives to help manage risk. Achieve
        risk management by following a layered approach to security control objectives–each layer
        builds upon the previous one. Understanding the AWS Shared Responsibility Model is your
        foundational layer. This knowledge provides clarity on what you are responsible for on the
        customer side and what you inherit from AWS. A beneficial resource is AWS Artifact, which gives you on-demand
        access to AWS’ security and compliance reports and select online agreements."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/governance.html,"Meet most of your control objectives at the next layer. This is where the
        platform-wide capability lives. For example, this layer includes the AWS account vending
        process, integration with an identity provider such as AWS IAM Identity Center (successor to AWS Single Sign-On), and the
        common detective controls. Some of the output of the platform governance process is here
        too. When you want to start using a new AWS service, update service control policies (SCPs)
        in the AWS Organizations service to provide the guardrails for initial use of the service.
        You can use other SCPs to implement common security control objectives, often referred to as
        security invariants. These are control objectives or configuration that you apply to
        multiple accounts, organization units, or the whole AWS organization. Typical examples are
        limiting the Regions that infrastructure runs in or preventing the deactivation of detective"
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/governance.html,"controls. This middle layer also contains codified policies such as config rules or checks
        in pipelines."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/governance.html,"The top layer is where the product teams meet control objectives.
        This is because the implementation is done in the applications that the product teams
        control. This could be implementing input validation in an application or ensuring that
        identity passes between microservices correctly. Even though the product team owns the
        configuration, they can still inherit some capability from the middle
        layer."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/governance.html,"Wherever you implement the control, the goal is the same: manage risk. A
        range of risk management frameworks apply to specific industries, regions, or technologies.
        Your main objective: highlight the risk based on likelihood and consequence. This is the
          inherent risk. You can then define a control objective
        that reduces either the likelihood, consequence, or both. Then, with a control in place, you
        can see what the resulting risk is likely to be. This is the residual risk. Control objectives can apply to one or many workloads. The
        following diagram shows a typical risk matrix. The likelihood is based on frequency of
        previous occurrences and the consequence is based on the financial, reputational and time
        cost of the event.

Figure 2: Risk level likelihood matrix

Javascript is disabled or is unavailable in your browser."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/governance.html,"To use the Amazon Web Services Documentation, Javascript must be enabled. Please refer to your browser's Help pages for instructions.

Document Conventions

AWS response to abuse and compromise

AWS account management and separation

Did this page help you? - Yes

Thanks for letting us know we're doing a good job!

If you've got a moment, please tell us what we did right so we can do more of it.

Did this page help you? - No

Thanks for letting us know this page needs work. We're sorry we let you down.

If you've got a moment, please tell us how we can make the documentation better.

Yes

No

Provide feedback

AWS account management and separation

AWS response to abuse and compromise

Try AWS re:Post

Connect with an AWS IQ expert

Privacy

Site terms

Cookie preferences

© 2023, Amazon Web Services, Inc. or its affiliates. All rights reserved."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/aws-account-management-and-separation.html,"AWS

Documentation

AWS Well-Architected

AWS Well-Architected Framework

AWS account management and
      separation

PDF

RSS

We recommend that you organize workloads in separate accounts and group accounts based on
      function, compliance requirements, or a common set of controls rather than mirroring your
      organization’s reporting structure. In AWS, accounts are a hard boundary. For example,
      account-level separation is strongly recommended for isolating production workloads from
      development and test workloads."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/aws-account-management-and-separation.html,"Manage accounts centrally: AWS Organizations automates AWS account creation and management, and control of those accounts after
      they are created. When you create an account through AWS Organizations, it is important to consider the
      email address you use, as this will be the root user that allows the password to be reset.
      Organizations allows you to group accounts into organizational units (OUs), which can represent different environments based on the
      workload’s requirements and purpose."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/aws-account-management-and-separation.html,"Set controls centrally: Control what your AWS accounts can do
      by only allowing specific services, Regions, and service actions at the appropriate level.
      AWS Organizations allows you to use service control policies (SCPs) to apply permission guardrails at
      the organization, organizational unit, or account level, which apply to all AWS Identity and Access Management (IAM) users and roles. For example, you can apply an
      SCP that restricts users from launching resources in Regions that you have not explicitly
      allowed. AWS Control Tower offers a simplified way to set up and govern multiple accounts. It
      automates the setup of accounts in your AWS Organization, automates provisioning, applies
      guardrails (which include prevention and detection), and provides you with a
      dashboard for visibility."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/aws-account-management-and-separation.html,"Configure services and resources centrally: AWS Organizations helps
      you configure AWS services that
      apply to all of your accounts. For example, you can configure central logging of all actions
      performed across your organization using AWS CloudTrail, and prevent member accounts from deactivating logging. You can also
      centrally aggregate data for rules that you’ve defined using AWS Config, allowing you to audit your workloads for compliance and
      react quickly to changes. AWS CloudFormation StackSets allow you to centrally manage AWS CloudFormation stacks across accounts and OUs in
      your organization. This allows you to automatically provision a new account to meet your
      security requirements."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/aws-account-management-and-separation.html,"Use the delegated administration feature of security services to separate the accounts
      used for management from the organizational billing (management) account. Several AWS
      services, such as GuardDuty, Security Hub, and AWS Config, support integrations with AWS
      Organizations including designating a specific account for administrative functions.

Best practices

SEC01-BP01 Separate workloads using accounts

SEC01-BP02 Secure account root user and properties

Javascript is disabled or is unavailable in your browser.

To use the Amazon Web Services Documentation, Javascript must be enabled. Please refer to your browser's Help pages for instructions.

Document Conventions

Governance

SEC01-BP01 Separate workloads using accounts

Did this page help you? - Yes

Thanks for letting us know we're doing a good job!

If you've got a moment, please tell us what we did right so we can do more of it.

Did this page help you? - No"
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/aws-account-management-and-separation.html,"Thanks for letting us know this page needs work. We're sorry we let you down.

If you've got a moment, please tell us how we can make the documentation better.

Yes

No

Provide feedback

SEC01-BP01 Separate workloads using accounts

Governance

Try AWS re:Post

Connect with an AWS IQ expert

Privacy

Site terms

Cookie preferences

© 2023, Amazon Web Services, Inc. or its affiliates. All rights reserved."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_securely_operate_multi_accounts.html,"AWS

Documentation

AWS Well-Architected

AWS Well-Architected Framework

Implementation guidance

Resources

SEC01-BP01 Separate workloads using accounts

PDF

RSS

Establish common guardrails and isolation between environments
      (such as production, development, and test) and workloads through
      a multi-account strategy. Account-level separation is strongly
      recommended, as it provides a strong isolation boundary for
      security, billing, and access.

Desired outcome: An account structure that isolates cloud
    operations, unrelated workloads, and environments into separate accounts, increasing security
    across the cloud infrastructure.

Common anti-patterns:

Placing multiple unrelated workloads with different data sensitivity levels into the
        same account.

Poorly defined organizational unit (OU) structure.

Benefits of establishing this best practice:

Decreased scope of impact if a workload is inadvertently accessed."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_securely_operate_multi_accounts.html,"Central governance of access to AWS services, resources, and Regions.

Maintain security of the cloud infrastructure with policies and centralized
        administration of security services.

Automated account creation and maintenance process.

Centralized auditing of your infrastructure for compliance and regulatory
        requirements.

Level of risk exposed if this best practice is not established:
    High

Implementation guidance

AWS accounts provide a security isolation boundary between
      workloads or resources that operate at different sensitivity
      levels. AWS provides tools to manage your cloud workloads at
      scale through a multi-account strategy to leverage this
      isolation boundary. For guidance on the concepts, patterns,
      and implementation of a multi-account strategy on AWS, see
      Organizing
        Your AWS Environment Using Multiple Accounts."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_securely_operate_multi_accounts.html,"When you have multiple AWS accounts under central management,
      your accounts should be organized into a hierarchy defined by
      layers of organizational units (OUs). Security controls can
      then be organized and applied to the OUs and member accounts,
      establishing consistent preventative controls on member
      accounts in the organization. The security controls are
      inherited, allowing you to filter permissions available to
      member accounts located at lower levels of an OU hierarchy. A
      good design takes advantage of this inheritance to reduce the
      number and complexity of security policies required to achieve
      the desired security controls for each member account."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_securely_operate_multi_accounts.html,"AWS Organizations and
      AWS Control Tower are two services that you can use to
      implement and manage this multi-account structure in your AWS
      environment. AWS Organizations allows you to organize accounts
      into a hierarchy defined by one or more layers of OUs, with
      each OU containing a number of member accounts.
      Service
        control policies (SCPs) allow the organization
      administrator to establish granular preventative controls on
      member accounts, and
      AWS Config can be used to establish proactive and detective
      controls on member accounts. Many AWS services
      integrate
        with AWS Organizations to provide delegated
      administrative controls and performing service-specific tasks
      across all member accounts in the organization."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_securely_operate_multi_accounts.html,"Layered on top of AWS Organizations,
      AWS Control Tower provides a one-click best practices setup
      for a multi-account AWS environment with a
      landing
        zone. The landing zone is the entry point to the
      multi-account environment established by Control Tower.
      Control Tower provides several
      benefits
      over AWS Organizations. Three benefits that provide improved
      account governance are:

Integrated mandatory security controls that are automatically applied to accounts
          admitted into the organization.

Optional controls that can be turned on or off for a given set of OUs.

AWS Control Tower Account Factory provides automated
          deployment of accounts containing pre-approved baselines and
          configuration options inside your organization.

Implementation steps"
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_securely_operate_multi_accounts.html,"Implementation steps

Design an organizational unit
            structure: A properly designed organizational
          unit structure reduces the management burden required to
          create and maintain service control policies and other
          security controls. Your organizational unit structure should
          be
          aligned
            with your business needs, data sensitivity, and workload
            structure.

Create a landing zone for your
            multi-account environment: A landing zone
          provides a consistent security and infrastructure foundation
          from which your organization can quickly develop, launch,
          and deploy workloads. You can use a
          custom-built
            landing zone or AWS Control Tower to orchestrate your
          environment."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_securely_operate_multi_accounts.html,"Establish guardrails:
          Implement consistent security guardrails for your
          environment through your landing zone. AWS Control Tower
          provides a list of
          mandatory
          and
          optional
          controls that can be deployed. Mandatory controls are
          automatically deployed when implementing Control Tower.
          Review the list of highly recommended and optional controls,
          and implement controls that are appropriate to your needs.

Restrict access to newly added
            Regions: For new AWS Regions, IAM resources such
          as users and roles are only propagated to the Regions that
          you specify. This action can be performed through the
          console
            when using Control Tower, or by adjusting
          IAM
            permission policies in AWS Organizations."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_securely_operate_multi_accounts.html,"Consider AWS
            CloudFormation
              StackSets: StackSets help you deploy
          resources including IAM policies, roles, and groups into
          different AWS accounts and Regions from an approved
          template.

Resources

Related best practices:

SEC02-BP04 Rely on a centralized identity provider

Related documents:

AWS Control Tower

AWS               Security Audit Guidelines

IAM
            Best Practices

Use
            CloudFormation StackSets to provision resources across
            multiple AWS accounts and regions

Organizations
            FAQ

AWS Organizations terminology and concepts

Best
            Practices for Service Control Policies in an AWS Organizations Multi-Account Environment

AWS               Account Management Reference Guide

Organizing
            Your AWS Environment Using Multiple Accounts

Related videos:

Enable AWS
            adoption at scale with automation and governance"
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_securely_operate_multi_accounts.html,"Security
            Best Practices the Well-Architected Way

Building
            and Governing Multiple Accounts using AWS Control Tower

Enable Control Tower for Existing
            Organizations

Related workshops:

Control
            Tower Immersion Day

Javascript is disabled or is unavailable in your browser.

To use the Amazon Web Services Documentation, Javascript must be enabled. Please refer to your browser's Help pages for instructions.

Document Conventions

AWS account management and separation

SEC01-BP02 Secure account root user and properties

Did this page help you? - Yes

Thanks for letting us know we're doing a good job!

If you've got a moment, please tell us what we did right so we can do more of it.

Did this page help you? - No

Thanks for letting us know this page needs work. We're sorry we let you down.

If you've got a moment, please tell us how we can make the documentation better.

Yes

No

Provide feedback"
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_securely_operate_multi_accounts.html,"No

Provide feedback

SEC01-BP02 Secure account root user and properties

AWS account management and separation

Try AWS re:Post

Connect with an AWS IQ expert

Privacy

Site terms

Cookie preferences

© 2023, Amazon Web Services, Inc. or its affiliates. All rights reserved."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_securely_operate_aws_account.html,"AWS

Documentation

AWS Well-Architected

AWS Well-Architected Framework

Implementation guidance

Resources

SEC01-BP02 Secure account root user and properties

PDF

RSS

The root user is the most privileged user in an AWS account, with
    full administrative access to all resources within the account, and
    in some cases cannot be constrained by security policies. Deactivating
    programmatic access to the root user, establishing appropriate
    controls for the root user, and avoiding routine use of the root
    user helps reduce the risk of inadvertent exposure of the root
    credentials and subsequent compromise of the cloud environment.

Desired outcome: Securing the root user helps reduce the
    chance that accidental or intentional damage can occur through the misuse of root user
    credentials. Establishing detective controls can also alert the appropriate personnel when
    actions are taken using the root user.

Common anti-patterns:"
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_securely_operate_aws_account.html,"Using the root user for tasks other than the few that require root user credentials.

Neglecting to test contingency plans on a regular basis to verify the functioning of
        critical infrastructure, processes, and personnel during an emergency.

Only considering the typical account login flow and neglecting to consider or test
        alternate account recovery methods.

Not handling DNS, email servers, and telephone providers as part of the critical
        security perimeter, as these are used in the account recovery flow.

Benefits of establishing this best practice: Securing access to
    the root user builds confidence that actions in your account are controlled and audited.

Level of risk exposed if this best practice is not established:
    High

Implementation guidance"
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_securely_operate_aws_account.html,"AWS offers many tools to help secure your account. However,
      because some of these measures are not turned on by default, you
      must take direct action to implement them. Consider these
      recommendations as foundational steps to securing your AWS account. As you implement these steps it’s important that you
      build a process to continuously assess and monitor the security
      controls."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_securely_operate_aws_account.html,"When you first create an AWS account, you begin with one identity
      that has complete access to all AWS services and resources in the
      account. This identity is called the AWS account root user. You
      can sign in as the root user using the email address and password
      that you used to create the account. Due to the elevated access
      granted to the AWS root user, you must limit use of the AWS root
      user to perform tasks that
      specifically
      require it. The root user login credentials must be closely
      guarded, and multi-factor authentication (MFA) should always be
      used for the AWS account root user."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_securely_operate_aws_account.html,"In addition to the normal authentication flow to log into your
      root user using a username, password, and multi-factor
      authentication (MFA) device, there are account recovery flows to
      log into your AWS account root user given access to the email
      address and phone number associated with your account. Therefore,
      it is equally important to secure the root user email account
      where the recovery email is sent and the phone number associated
      with the account. Also consider potential circular dependencies
      where the email address associated with the root user is hosted on
      email servers or domain name service (DNS) resources from the same
      AWS account."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_securely_operate_aws_account.html,"When using AWS Organizations, there are multiple AWS accounts each
      of which have a root user. One account is designated as the
      management account and several layers of member accounts can then
      be added underneath the management account. Prioritize securing
      your management account’s root user, then address your member
      account root users. The strategy for securing your management
      account’s root user can differ from your member account root
      users, and you can place preventative security controls on your
      member account root users.

Implementation steps

The following implementation steps are recommended to establish controls for the root
        user. Where applicable, recommendations are cross-referenced to CIS AWS
          Foundations benchmark version 1.4.0. In addition to these steps, consult AWS best
          practice guidelines for securing your AWS account and resources.

Preventative controls"
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_securely_operate_aws_account.html,"Set up accurate contact
              information for the account. 
          
             
             
             
          
               This information is used for the lost password recovery flow, lost MFA device
                account recovery flow, and for critical security-related communications with your
                team. 
            
               Use an email address hosted by your corporate domain, preferably a distribution
                list, as the root user’s email address. Using a distribution list rather than an
                individual’s email account provides additional redundancy and continuity for access
                to the root account over long periods of time. 
            
               The phone number listed on the contact information should be a dedicated,
                secure phone for this purpose. The phone number should not be listed or shared with
                anyone."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_securely_operate_aws_account.html,"Do not create access keys for the root user. If access keys exist, remove them (CIS
            1.4). 
          
             
             
          
               Eliminate any long-lived programmatic credentials (access and secret keys) for
                the root user. 
            
               If root user access keys already exist, you should transition processes using
                those keys to use temporary access keys from an AWS Identity and Access Management (IAM) role, then delete the root user access keys."
